file_name,xmin,xmax,ymin,ymax
part-00000-d84517a6-f7b3-48eb-8ec2-e27684978d01-c000.zstd.parquet,-180.0,0.06479690223932266,-85.05113220214844,-0.20210149884223938
part-00001-d84517a6-f7b3-48eb-8ec2-e27684978d01-c000.zstd.parquet,-90.31380462646484,-44.978187561035156,-28.163637161254883,0.01959270052611828
part-00002-d84517a6-f7b3-48eb-8ec2-e27684978d01-c000.zstd.parquet,-67.76750946044922,-9.879878997802734,-40.3502311706543,0.13147211074829102
part-00003-d84517a6-f7b3-48eb-8ec2-e27684978d01-c000.zstd.parquet,-178.29600524902344,-5.639152526855469,-16.013744354248047,28.394866943359375
part-00004-d84517a6-f7b3-48eb-8ec2-e27684978d01-c000.zstd.parquet,-124.56324005126953,-89.52095031738281,16.835702896118164,45.007301330566406
part-00005-d84517a6-f7b3-48eb-8ec2-e27684978d01-c000.zstd.parquet,-123.88177490234375,-88.01335144042969,18.126440048217773,45.17407989501953
part-00006-d84517a6-f7b3-48eb-8ec2-e27684978d01-c000.zstd.parquet,-112.76571655273438,-89.97393798828125,28.76251983642578,45.043209075927734
part-00007-d84517a6-f7b3-48eb-8ec2-e27684978d01-c000.zstd.parquet,-180.0,-89.70227813720703,33.285545349121094,71.38674926757812
part-00008-d84517a6-f7b3-48eb-8ec2-e27684978d01-c000.zstd.parquet,-135.69952392578125,-71.92528533935547,-0.03810100629925728,78.79680633544922
part-00009-d84517a6-f7b3-48eb-8ec2-e27684978d01-c000.zstd.parquet,-90.73676300048828,-49.9310417175293,-0.5141550898551941,31.292875289916992
part-00010-d84517a6-f7b3-48eb-8ec2-e27684978d01-c000.zstd.parquet,-90.31432342529297,-73.84757995605469,22.499225616455078,39.79648971557617
part-00011-d84517a6-f7b3-48eb-8ec2-e27684978d01-c000.zstd.parquet,-90.3951187133789,-78.21121978759766,33.47936248779297,43.63318634033203
part-00012-d84517a6-f7b3-48eb-8ec2-e27684978d01-c000.zstd.parquet,-90.1647720336914,-75.46133422851562,33.784549713134766,45.08662033081055
part-00013-d84517a6-f7b3-48eb-8ec2-e27684978d01-c000.zstd.parquet,-79.06591796875,-72.66876983642578,36.54985427856445,45.042266845703125
part-00014-d84517a6-f7b3-48eb-8ec2-e27684978d01-c000.zstd.parquet,-73.97100067138672,0.9848157167434692,0.9166930913925171,45.10761642456055
part-00015-d84517a6-f7b3-48eb-8ec2-e27684978d01-c000.zstd.parquet,-16.91666603088379,1.0019255876541138,21.862133026123047,43.7891731262207
part-00016-d84517a6-f7b3-48eb-8ec2-e27684978d01-c000.zstd.parquet,-92.07750701904297,5.3430023193359375,35.87691116333008,82.52540588378906
part-00017-d84517a6-f7b3-48eb-8ec2-e27684978d01-c000.zstd.parquet,-10.661115646362305,2.1850199699401855,48.640777587890625,56.4297981262207
part-00018-d84517a6-f7b3-48eb-8ec2-e27684978d01-c000.zstd.parquet,-38.46491622924805,78.86969757080078,-80.4163818359375,81.60579681396484
part-00019-d84517a6-f7b3-48eb-8ec2-e27684978d01-c000.zstd.parquet,11.224533081054688,45.09209442138672,-23.321491241455078,0.08110460638999939
part-00020-d84517a6-f7b3-48eb-8ec2-e27684978d01-c000.zstd.parquet,33.7649040222168,180.0,-82.42407989501953,0.23588122427463531
part-00021-d84517a6-f7b3-48eb-8ec2-e27684978d01-c000.zstd.parquet,100.21587371826172,171.27647399902344,-45.479530334472656,1.4384948015213013
part-00022-d84517a6-f7b3-48eb-8ec2-e27684978d01-c000.zstd.parquet,-0.05162980034947395,180.0,-44.73820114135742,23.683265686035156
part-00023-d84517a6-f7b3-48eb-8ec2-e27684978d01-c000.zstd.parquet,-2.925586462020874,45.24773025512695,-0.27341872453689575,43.400856018066406
part-00024-d84517a6-f7b3-48eb-8ec2-e27684978d01-c000.zstd.parquet,-5.520031929016113,15.375391960144043,32.897220611572266,45.34138107299805
part-00025-d84517a6-f7b3-48eb-8ec2-e27684978d01-c000.zstd.parquet,9.107211112976074,33.81162643432617,21.807165145874023,45.6336555480957
part-00026-d84517a6-f7b3-48eb-8ec2-e27684978d01-c000.zstd.parquet,22.055051803588867,45.30778121948242,21.548870086669922,42.26662063598633
part-00027-d84517a6-f7b3-48eb-8ec2-e27684978d01-c000.zstd.parquet,22.415555953979492,45.4068603515625,1.856606364250183,46.345252990722656
part-00028-d84517a6-f7b3-48eb-8ec2-e27684978d01-c000.zstd.parquet,44.70845413208008,81.87777709960938,0.19492439925670624,24.215660095214844
part-00029-d84517a6-f7b3-48eb-8ec2-e27684978d01-c000.zstd.parquet,43.96300506591797,92.76580810546875,10.853546142578125,33.97747039794922
part-00030-d84517a6-f7b3-48eb-8ec2-e27684978d01-c000.zstd.parquet,44.899696350097656,76.05641174316406,22.025671005249023,46.2901611328125
part-00031-d84517a6-f7b3-48eb-8ec2-e27684978d01-c000.zstd.parquet,67.42597198486328,84.49634552001953,22.38907241821289,33.82353591918945
part-00032-d84517a6-f7b3-48eb-8ec2-e27684978d01-c000.zstd.parquet,67.3940658569336,90.30984497070312,22.26712989807129,42.396812438964844
part-00033-d84517a6-f7b3-48eb-8ec2-e27684978d01-c000.zstd.parquet,-0.14265620708465576,90.53917694091797,33.35592269897461,50.788360595703125
part-00034-d84517a6-f7b3-48eb-8ec2-e27684978d01-c000.zstd.parquet,5.280384540557861,11.414838790893555,44.81599044799805,50.791297912597656
part-00035-d84517a6-f7b3-48eb-8ec2-e27684978d01-c000.zstd.parquet,-1.4514726400375366,11.345901489257812,47.794532775878906,55.01298904418945
part-00036-d84517a6-f7b3-48eb-8ec2-e27684978d01-c000.zstd.parquet,5.560403823852539,11.370800018310547,50.29365158081055,56.26496124267578
part-00037-d84517a6-f7b3-48eb-8ec2-e27684978d01-c000.zstd.parquet,9.742960929870605,16.982454299926758,44.743621826171875,57.695838928222656
part-00038-d84517a6-f7b3-48eb-8ec2-e27684978d01-c000.zstd.parquet,10.96382999420166,22.863155364990234,44.89158248901367,53.52122497558594
part-00039-d84517a6-f7b3-48eb-8ec2-e27684978d01-c000.zstd.parquet,-6.770715236663818,22.66761016845703,50.48212814331055,65.20256805419922
part-00040-d84517a6-f7b3-48eb-8ec2-e27684978d01-c000.zstd.parquet,10.00388240814209,33.96995162963867,44.83739471435547,67.65267181396484
part-00041-d84517a6-f7b3-48eb-8ec2-e27684978d01-c000.zstd.parquet,19.6027774810791,49.0858268737793,44.12134552001953,62.24051284790039
part-00042-d84517a6-f7b3-48eb-8ec2-e27684978d01-c000.zstd.parquet,11.396601676940918,90.5093765258789,43.69549560546875,78.97254180908203
part-00043-d84517a6-f7b3-48eb-8ec2-e27684978d01-c000.zstd.parquet,44.969764709472656,112.94108581542969,-0.8031913042068481,80.82733154296875
part-00044-d84517a6-f7b3-48eb-8ec2-e27684978d01-c000.zstd.parquet,89.9860610961914,112.88131713867188,9.535202026367188,22.783550262451172
part-00045-d84517a6-f7b3-48eb-8ec2-e27684978d01-c000.zstd.parquet,89.68108367919922,134.7208251953125,-1.3824185132980347,33.938232421875
part-00046-d84517a6-f7b3-48eb-8ec2-e27684978d01-c000.zstd.parquet,87.23304748535156,135.42230224609375,22.217966079711914,45.53374481201172
part-00047-d84517a6-f7b3-48eb-8ec2-e27684978d01-c000.zstd.parquet,111.53059387207031,134.8401641845703,32.15579605102539,46.385475158691406
part-00048-d84517a6-f7b3-48eb-8ec2-e27684978d01-c000.zstd.parquet,122.88333892822266,173.94239807128906,0.11832788586616516,45.63189697265625
part-00049-d84517a6-f7b3-48eb-8ec2-e27684978d01-c000.zstd.parquet,88.79544830322266,180.0,35.151527404785156,79.55472564697266
